update_id,ticket_id,updated_at,update_type,old_status,new_status,update_notes
8156,2562,2024-07-25 09:16:27.779795,Created,,Open,Ticket created by employee
8157,2562,2024-07-25 20:28:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8158,2562,2024-07-27 07:48:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8159,2563,2024-11-05 02:18:27.779795,Created,,Open,Ticket created by employee
8160,2563,2024-11-05 10:10:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8161,2563,2024-11-07 21:42:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8162,2564,2025-07-20 08:32:27.779795,Created,,Open,Ticket created by employee
8163,2564,2025-07-20 09:48:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8164,2564,2025-07-20 13:09:57.998916,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8165,2564,2025-07-20 12:18:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8166,2565,2026-02-13 05:06:27.779795,Created,,Open,Ticket created by employee
8167,2565,2026-02-13 06:19:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8168,2565,2026-02-13 09:00:40.570787,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8169,2565,2026-02-13 12:28:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8170,2566,2024-06-04 12:48:27.779795,Created,,Open,Ticket created by employee
8171,2566,2024-06-04 13:34:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8172,2566,2024-06-05 09:09:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8173,2567,2026-05-16 11:35:27.779795,Created,,Open,Ticket created by employee
8174,2567,2026-05-16 14:00:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8175,2567,2026-05-16 20:47:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8176,2568,2025-09-13 14:10:27.779795,Created,,Open,Ticket created by employee
8177,2568,2025-09-13 16:42:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8178,2568,2025-09-14 05:18:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8179,2569,2026-04-09 09:24:27.779795,Created,,Open,Ticket created by employee
8180,2569,2026-04-09 16:25:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8181,2569,2026-04-11 18:17:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8182,2570,2026-02-13 12:42:27.779795,Created,,Open,Ticket created by employee
8183,2570,2026-02-13 14:17:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8184,2570,2026-02-13 19:19:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8185,2571,2024-11-11 18:21:27.779795,Created,,Open,Ticket created by employee
8186,2571,2024-11-12 01:31:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8187,2571,2024-11-13 00:37:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8188,2572,2026-01-07 01:21:27.779795,Created,,Open,Ticket created by employee
8189,2572,2026-01-07 02:41:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8190,2572,2026-01-07 19:56:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8191,2573,2026-01-15 02:20:27.779795,Created,,Open,Ticket created by employee
8192,2573,2026-01-15 05:47:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8193,2573,2026-01-15 21:11:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8194,2573,2026-01-16 02:04:09.229260,Closed,Resolved,Closed,Ticket closed after user confirmation
8195,2574,2024-10-26 02:22:27.779795,Created,,Open,Ticket created by employee
8196,2574,2024-10-26 06:21:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8197,2574,2024-10-26 17:54:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8198,2575,2025-09-24 11:06:27.779795,Created,,Open,Ticket created by employee
8199,2575,2025-09-24 11:58:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8200,2575,2025-09-24 18:12:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8201,2576,2025-12-19 11:21:27.779795,Created,,Open,Ticket created by employee
8202,2576,2025-12-19 13:31:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8203,2576,2025-12-19 23:06:22.653915,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8204,2576,2025-12-21 05:21:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8205,2577,2024-09-29 01:27:27.779795,Created,,Open,Ticket created by employee
8206,2577,2024-09-29 02:20:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8207,2577,2024-10-01 19:15:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8208,2578,2025-01-29 02:28:27.779795,Created,,Open,Ticket created by employee
8209,2578,2025-01-29 03:57:15.779795,First Response,Open,In Progress,Support agent responded to ticket
8210,2578,2025-01-29 21:45:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8211,2579,2025-07-11 18:22:27.779795,Created,,Open,Ticket created by employee
8212,2579,2025-07-11 21:59:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8213,2579,2025-07-14 13:14:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8214,2580,2024-12-30 14:50:27.779795,Created,,Open,Ticket created by employee
8215,2580,2024-12-30 17:27:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8216,2580,2024-12-31 11:41:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8217,2581,2025-10-19 03:36:27.779795,Created,,Open,Ticket created by employee
8218,2581,2025-10-19 06:10:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8219,2581,2025-10-19 11:10:19.696040,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8220,2581,2025-10-20 07:47:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8221,2582,2025-12-08 09:21:27.779795,Created,,Open,Ticket created by employee
8222,2582,2025-12-08 12:16:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8223,2582,2025-12-08 20:23:31.647054,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8224,2582,2025-12-09 08:05:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8225,2582,2025-12-09 17:50:32.068547,Closed,Resolved,Closed,Ticket closed after user confirmation
8226,2583,2025-08-29 00:12:27.779795,Created,,Open,Ticket created by employee
8227,2583,2025-08-29 07:18:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8228,2583,2025-08-31 17:41:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8229,2584,2026-02-08 03:09:27.779795,Created,,Open,Ticket created by employee
8230,2584,2026-02-08 04:03:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8231,2585,2025-04-08 03:31:27.779795,Created,,Open,Ticket created by employee
8232,2585,2025-04-08 04:28:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8233,2585,2025-04-08 05:35:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8234,2586,2024-07-31 01:59:27.779795,Created,,Open,Ticket created by employee
8235,2586,2024-07-31 02:37:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8236,2586,2024-08-01 02:40:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8237,2587,2024-09-06 02:58:27.779795,Created,,Open,Ticket created by employee
8238,2587,2024-09-06 06:43:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8239,2588,2025-07-25 01:53:27.779795,Created,,Open,Ticket created by employee
8240,2588,2025-07-25 02:12:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8241,2589,2026-01-08 01:21:27.779795,Created,,Open,Ticket created by employee
8242,2589,2026-01-08 04:20:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8243,2589,2026-01-08 11:56:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8244,2590,2025-08-28 07:07:27.779795,Created,,Open,Ticket created by employee
8245,2590,2025-08-28 14:40:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8246,2590,2025-08-30 17:36:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8247,2591,2025-03-24 11:40:27.779795,Created,,Open,Ticket created by employee
8248,2591,2025-03-24 15:02:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8249,2592,2025-06-28 13:36:27.779795,Created,,Open,Ticket created by employee
8250,2592,2025-06-28 15:08:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8251,2593,2025-03-26 21:14:27.779795,Created,,Open,Ticket created by employee
8252,2593,2025-03-26 21:22:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8253,2594,2024-07-30 08:55:27.779795,Created,,Open,Ticket created by employee
8254,2594,2024-07-30 17:24:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8255,2594,2024-07-31 05:06:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8256,2595,2024-10-14 12:39:27.779795,Created,,Open,Ticket created by employee
8257,2595,2024-10-14 14:33:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8258,2595,2024-10-14 14:18:49.935857,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8259,2596,2026-05-18 18:11:27.779795,Created,,Open,Ticket created by employee
8260,2596,2026-05-18 18:51:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8261,2596,2026-05-18 23:10:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8262,2597,2026-04-22 15:23:27.779795,Created,,Open,Ticket created by employee
8263,2597,2026-04-22 18:17:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8264,2597,2026-04-23 08:21:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8265,2598,2024-09-26 10:06:27.779795,Created,,Open,Ticket created by employee
8266,2598,2024-09-26 13:39:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8267,2598,2024-09-27 00:02:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8268,2599,2025-09-11 20:02:27.779795,Created,,Open,Ticket created by employee
8269,2599,2025-09-12 15:48:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8270,2599,2025-09-13 13:46:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8271,2600,2025-06-22 00:44:27.779795,Created,,Open,Ticket created by employee
8272,2600,2025-06-22 03:07:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8273,2600,2025-06-22 07:11:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8274,2601,2025-06-04 18:50:27.779795,Created,,Open,Ticket created by employee
8275,2601,2025-06-05 01:33:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8276,2601,2025-06-05 06:56:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8277,2602,2026-05-07 04:55:27.779795,Created,,Open,Ticket created by employee
8278,2602,2026-05-07 06:41:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8279,2602,2026-05-07 14:24:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8280,2603,2024-07-12 01:03:27.779795,Created,,Open,Ticket created by employee
8281,2603,2024-07-12 01:10:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8282,2603,2024-07-12 03:08:51.176856,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8283,2603,2024-07-12 12:42:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8284,2604,2024-05-30 19:49:27.779795,Created,,Open,Ticket created by employee
8285,2604,2024-05-31 01:18:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8286,2604,2024-05-30 23:15:29.255240,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8287,2604,2024-06-01 12:10:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8288,2605,2025-01-07 04:18:27.779795,Created,,Open,Ticket created by employee
8289,2605,2025-01-07 05:37:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8290,2605,2025-01-07 08:40:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8291,2606,2025-03-12 22:07:27.779795,Created,,Open,Ticket created by employee
8292,2606,2025-03-13 01:07:27.779795,First Response,Open,In Progress,Support agent responded to ticket
8293,2606,2025-03-13 01:30:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8294,2607,2025-04-01 08:29:27.779795,Created,,Open,Ticket created by employee
8295,2607,2025-04-01 11:51:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8296,2607,2025-04-01 15:59:57.015968,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
8297,2607,2025-04-01 23:21:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8298,2607,2025-04-03 02:37:24.295896,Closed,Resolved,Closed,Ticket closed after user confirmation
8299,2608,2024-10-21 16:33:27.779795,Created,,Open,Ticket created by employee
8300,2608,2024-10-22 00:31:39.779795,First Response,Open,In Progress,Support agent responded to ticket
8301,2608,2024-10-22 03:43:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8302,2608,2024-10-23 19:14:58.691106,Closed,Resolved,Closed,Ticket closed after user confirmation
8303,2609,2026-03-31 19:03:27.779795,Created,,Open,Ticket created by employee
8304,2609,2026-03-31 22:49:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8305,2609,2026-04-01 07:23:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8306,2610,2025-06-26 13:04:27.779795,Created,,Open,Ticket created by employee
8307,2610,2025-06-26 19:02:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8308,2611,2025-10-30 00:39:27.779795,Created,,Open,Ticket created by employee
8309,2611,2025-10-30 02:38:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8310,2611,2025-10-30 16:30:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8311,2612,2026-02-28 14:30:27.779795,Created,,Open,Ticket created by employee
8312,2612,2026-02-28 17:29:51.779795,First Response,Open,In Progress,Support agent responded to ticket
8313,2612,2026-02-28 17:59:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
8314,2613,2024-07-08 15:33:27.779795,Created,,Open,Ticket created by employee
8315,2613,2024-07-08 18:40:03.779795,First Response,Open,In Progress,Support agent responded to ticket
8316,2613,2024-07-08 23:07:54.530367,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
