ticket_id,employee_id,agent_id,team_id,system_id,sla_id,created_at,first_response_at,resolved_at,status,priority,category,subcategory,first_response_time_hours,resolution_time_hours,sla_breached,satisfaction_score,ticket_summary
3019,291,18,6,3,3,2024-09-19 12:33:27.779795,2024-09-19 15:42:27.779795,2024-09-19 23:29:51.779795,Resolved,Medium,Software Access,Application access request,3.15,10.94,False,4.0,Application access request - software access reported by user
3020,33,24,1,9,2,2026-03-05 23:48:27.779795,2026-03-06 01:15:27.779795,,Open,High,WiFi/Network,Slow network,1.45,,,,Slow network - wifi/network reported by user
3021,25,20,4,5,3,2025-06-15 11:09:27.779795,2025-06-15 12:16:39.779795,2025-06-16 03:53:15.779795,Resolved,Medium,Printer Issue,Unable to print,1.12,16.73,False,4.0,Unable to print - printer issue reported by user
3022,287,6,6,2,3,2025-04-21 19:56:27.779795,2025-04-21 22:42:39.779795,2025-04-22 16:34:51.779795,Closed,Medium,Email Issue,Mailbox access issue,2.77,20.64,False,4.0,Mailbox access issue - email issue reported by user
3023,217,34,1,5,3,2024-06-11 11:50:27.779795,2024-06-11 12:15:03.779795,2024-06-13 08:19:15.779795,Closed,Medium,Password Reset,Password reset request,0.41,44.48,True,5.0,Password reset request - password reset reported by user
3024,84,1,4,8,3,2024-08-26 19:48:27.779795,2024-08-26 23:41:15.779795,2024-08-27 10:07:39.779795,Closed,Medium,Application Error,ERP timeout,3.88,14.32,False,5.0,ERP timeout - application error reported by user
3025,246,32,6,10,1,2025-12-08 20:35:27.779795,2025-12-08 22:04:15.779795,,Open,Critical,Application Error,CRM login issue,1.48,,,,CRM login issue - application error reported by user
3026,43,24,1,9,1,2025-09-27 21:36:27.779795,2025-09-27 22:44:51.779795,,Open,Critical,Password Reset,Forgot password,1.14,,,,Forgot password - password reset reported by user
3027,159,20,6,8,2,2025-05-11 10:53:27.779795,2025-05-11 12:13:15.779795,2025-05-11 14:01:15.779795,Resolved,High,Email Issue,Email delivery delay,1.33,3.13,False,5.0,Email delivery delay - email issue reported by user
3028,294,3,1,1,4,2025-05-10 09:17:27.779795,2025-05-10 16:11:27.779795,2025-05-11 06:00:39.779795,Resolved,Low,VPN Issue,VPN disconnecting,6.9,20.72,False,5.0,VPN disconnecting - vpn issue reported by user
3029,273,21,5,5,3,2024-10-04 20:46:27.779795,2024-10-05 01:45:51.779795,,In Progress,Medium,Printer Issue,Printer offline,4.99,,,,Printer offline - printer issue reported by user
3030,102,18,3,9,3,2025-10-20 21:33:27.779795,2025-10-20 22:01:03.779795,2025-10-20 22:07:03.779795,Resolved,Medium,Software Access,Permission issue,0.46,0.56,False,3.0,Permission issue - software access reported by user
3031,190,7,2,10,3,2026-03-15 02:48:27.779795,2026-03-15 06:23:15.779795,2026-03-17 17:29:51.779795,Resolved,Medium,VPN Issue,VPN disconnecting,3.58,62.69,True,3.0,VPN disconnecting - vpn issue reported by user
3032,125,8,4,6,4,2024-12-16 07:41:27.779795,2024-12-17 01:28:51.779795,2024-12-19 06:38:27.779795,Resolved,Low,Application Error,ERP timeout,17.79,70.95,False,3.0,ERP timeout - application error reported by user
3033,179,31,5,7,2,2025-03-01 23:34:27.779795,2025-03-02 00:30:15.779795,2025-03-02 03:58:27.779795,Resolved,High,WiFi/Network,No internet access,0.93,4.4,False,5.0,No internet access - wifi/network reported by user
3034,268,3,3,9,3,2025-06-06 16:18:27.779795,2025-06-06 19:53:15.779795,2025-06-07 13:24:27.779795,Resolved,Medium,Software Access,Permission issue,3.58,21.1,False,4.0,Permission issue - software access reported by user
3035,93,13,6,8,3,2025-11-03 04:29:27.779795,2025-11-03 06:15:39.779795,2025-11-03 20:16:15.779795,Resolved,Medium,Printer Issue,Unable to print,1.77,15.78,False,4.0,Unable to print - printer issue reported by user
3036,181,35,2,3,1,2025-10-21 07:04:27.779795,2025-10-21 07:51:15.779795,2025-10-21 16:23:39.779795,Resolved,Critical,Password Reset,Expired password,0.78,9.32,True,5.0,Expired password - password reset reported by user
3037,231,2,2,5,2,2025-09-04 04:12:27.779795,2025-09-04 05:53:15.779795,2025-09-05 03:12:27.779795,Resolved,High,WiFi/Network,Slow network,1.68,23.0,True,4.0,Slow network - wifi/network reported by user
3038,250,6,2,8,3,2025-05-01 05:12:27.779795,2025-05-01 12:44:15.779795,2025-05-01 21:23:15.779795,Resolved,Medium,Account Lockout,Account locked,7.53,16.18,False,5.0,Account locked - account lockout reported by user
3039,39,12,6,3,3,2026-04-27 02:33:27.779795,2026-04-27 05:41:15.779795,2026-04-29 20:16:03.779795,Resolved,Medium,Application Error,CRM login issue,3.13,65.71,True,4.0,CRM login issue - application error reported by user
3040,139,19,3,2,4,2025-04-24 07:02:27.779795,2025-04-24 09:43:51.779795,2025-04-27 02:50:27.779795,Closed,Low,Printer Issue,Print queue stuck,2.69,67.8,False,3.0,Print queue stuck - printer issue reported by user
3041,138,9,5,10,4,2025-11-26 13:31:27.779795,2025-11-26 16:40:27.779795,2025-11-26 20:35:39.779795,Closed,Low,Hardware,Docking station problem,3.15,7.07,False,2.0,Docking station problem - hardware reported by user
3042,104,17,3,2,3,2026-04-15 04:20:27.779795,2026-04-15 05:56:27.779795,,In Progress,Medium,Application Error,CRM login issue,1.6,,,,CRM login issue - application error reported by user
3043,75,34,6,7,3,2025-11-12 22:51:27.779795,2025-11-13 01:40:03.779795,2025-11-13 09:34:39.779795,Closed,Medium,VPN Issue,MFA failure,2.81,10.72,False,4.0,MFA failure - vpn issue reported by user
3044,193,22,6,7,2,2024-09-05 17:33:27.779795,2024-09-05 20:30:27.779795,2024-09-05 23:26:51.779795,Resolved,High,Password Reset,Expired password,2.95,5.89,False,5.0,Expired password - password reset reported by user
3045,299,1,6,9,3,2024-08-03 20:31:27.779795,2024-08-04 05:05:03.779795,2024-08-04 11:00:15.779795,Resolved,Medium,Security Alert,Endpoint alert,8.56,14.48,False,2.0,Endpoint alert - security alert reported by user
3046,90,14,6,7,3,2024-07-29 19:14:27.779795,2024-07-29 22:22:51.779795,,In Progress,Medium,Hardware,Docking station problem,3.14,,,,Docking station problem - hardware reported by user
3047,259,19,3,5,3,2025-07-18 08:19:27.779795,2025-07-18 11:40:27.779795,2025-07-18 14:00:15.779795,Resolved,Medium,Security Alert,Endpoint alert,3.35,5.68,False,3.0,Endpoint alert - security alert reported by user
3048,287,15,1,10,3,2025-08-05 15:03:27.779795,2025-08-05 18:45:27.779795,2025-08-06 00:56:15.779795,Resolved,Medium,Account Lockout,Account locked,3.7,9.88,False,4.0,Account locked - account lockout reported by user
3049,250,22,4,9,3,2025-03-21 14:33:27.779795,2025-03-21 15:40:39.779795,2025-03-21 18:27:27.779795,Resolved,Medium,Printer Issue,Unable to print,1.12,3.9,False,5.0,Unable to print - printer issue reported by user
3050,86,6,6,4,3,2024-06-22 19:09:27.779795,2024-06-22 19:52:39.779795,2024-06-23 10:17:15.779795,Resolved,Medium,Hardware,Monitor not working,0.72,15.13,False,4.0,Monitor not working - hardware reported by user
3051,37,32,5,2,3,2025-06-20 16:31:27.779795,2025-06-20 19:33:15.779795,2025-06-21 10:18:15.779795,Resolved,Medium,VPN Issue,VPN connection failed,3.03,17.78,False,5.0,VPN connection failed - vpn issue reported by user
3052,163,11,1,7,2,2025-10-08 02:51:27.779795,2025-10-08 04:35:15.779795,2025-10-08 06:44:51.779795,Resolved,High,VPN Issue,VPN disconnecting,1.73,3.89,False,5.0,VPN disconnecting - vpn issue reported by user
3053,177,15,1,1,3,2024-11-08 04:23:27.779795,2024-11-08 08:00:03.779795,2024-11-08 20:16:15.779795,Resolved,Medium,Password Reset,Password reset request,3.61,15.88,False,5.0,Password reset request - password reset reported by user
3054,279,2,1,4,3,2025-04-16 18:32:27.779795,2025-04-16 22:21:39.779795,2025-04-17 15:31:15.779795,Resolved,Medium,Email Issue,Outlook not syncing,3.82,20.98,False,5.0,Outlook not syncing - email issue reported by user
3055,199,6,6,4,1,2025-12-14 19:11:27.779795,2025-12-14 19:19:15.779795,2025-12-14 19:52:15.779795,Resolved,Critical,Hardware,Monitor not working,0.13,0.68,False,4.0,Monitor not working - hardware reported by user
3056,4,28,6,4,1,2024-06-27 13:05:27.779795,2024-06-27 13:59:27.779795,2024-06-27 14:44:27.779795,Resolved,Critical,Application Error,CRM login issue,0.9,1.65,False,3.0,CRM login issue - application error reported by user
3057,19,20,5,5,3,2024-06-16 19:43:27.779795,2024-06-16 20:17:39.779795,2024-06-17 16:52:27.779795,Closed,Medium,Software Access,Application access request,0.57,21.15,False,4.0,Application access request - software access reported by user
3058,203,29,2,1,2,2024-08-05 15:39:27.779795,2024-08-05 20:27:27.779795,2024-08-06 12:53:15.779795,Resolved,High,Email Issue,Outlook not syncing,4.8,21.23,True,3.0,Outlook not syncing - email issue reported by user
3059,215,27,3,4,4,2024-05-21 07:37:27.779795,2024-05-21 08:06:51.779795,2024-05-25 16:03:51.779795,Resolved,Low,Software Access,License missing,0.49,104.44,True,5.0,License missing - software access reported by user
3060,259,2,6,1,3,2025-05-26 07:35:27.779795,2025-05-26 09:51:03.779795,2025-05-26 12:55:51.779795,Resolved,Medium,Application Error,ERP timeout,2.26,5.34,False,4.0,ERP timeout - application error reported by user
3061,63,18,4,6,3,2025-05-24 17:23:27.779795,2025-05-24 20:43:51.779795,2025-05-25 08:39:39.779795,Closed,Medium,WiFi/Network,No internet access,3.34,15.27,False,5.0,No internet access - wifi/network reported by user
3062,148,11,1,2,3,2025-06-04 03:50:27.779795,2025-06-04 06:54:39.779795,2025-06-05 04:51:39.779795,Closed,Medium,Hardware,Monitor not working,3.07,25.02,True,3.0,Monitor not working - hardware reported by user
3063,4,26,6,1,2,2024-05-22 19:42:27.779795,2024-05-22 22:02:51.779795,,Open,High,Security Alert,Endpoint alert,2.34,,,,Endpoint alert - security alert reported by user
3064,200,30,4,6,3,2025-10-01 03:20:27.779795,2025-10-01 04:31:51.779795,2025-10-01 13:27:39.779795,Resolved,Medium,Application Error,Application crash,1.19,10.12,False,3.0,Application crash - application error reported by user
3065,221,23,4,9,3,2024-10-16 13:58:27.779795,2024-10-16 23:11:39.779795,,In Progress,Medium,Hardware,Laptop issue,9.22,,,,Laptop issue - hardware reported by user
3066,132,32,1,1,2,2025-12-13 12:49:27.779795,2025-12-13 15:58:27.779795,2025-12-13 17:04:27.779795,Closed,High,Email Issue,Outlook not syncing,3.15,4.25,False,4.0,Outlook not syncing - email issue reported by user
3067,299,29,3,6,2,2025-03-18 18:34:27.779795,2025-03-18 20:18:51.779795,2025-03-18 22:36:51.779795,Resolved,High,Printer Issue,Printer offline,1.74,4.04,False,1.0,Printer offline - printer issue reported by user
3068,299,23,3,8,3,2025-12-14 17:21:27.779795,2025-12-14 18:41:15.779795,2025-12-16 05:34:03.779795,Resolved,Medium,Password Reset,Expired password,1.33,36.21,True,5.0,Expired password - password reset reported by user
3069,13,34,2,5,3,2026-04-24 20:55:27.779795,2026-04-24 23:32:39.779795,2026-04-25 14:42:51.779795,Resolved,Medium,VPN Issue,VPN connection failed,2.62,17.79,False,5.0,VPN connection failed - vpn issue reported by user
3070,58,32,1,7,3,2025-08-15 17:27:27.779795,2025-08-15 18:14:15.779795,2025-08-16 01:44:15.779795,Closed,Medium,Printer Issue,Print queue stuck,0.78,8.28,False,5.0,Print queue stuck - printer issue reported by user
3071,96,12,5,1,3,2026-03-28 13:23:27.779795,2026-03-28 19:28:15.779795,2026-03-30 13:00:03.779795,Resolved,Medium,Printer Issue,Print queue stuck,6.08,47.61,True,4.0,Print queue stuck - printer issue reported by user
3072,180,18,5,3,4,2024-06-21 19:42:27.779795,2024-06-21 23:19:39.779795,2024-06-22 13:46:39.779795,Resolved,Low,Application Error,Application crash,3.62,18.07,False,5.0,Application crash - application error reported by user
3073,300,28,6,6,1,2025-07-10 11:58:27.779795,2025-07-10 12:10:27.779795,,In Progress,Critical,Security Alert,Suspicious login,0.2,,,,Suspicious login - security alert reported by user
3074,133,30,5,6,3,2024-07-22 04:36:27.779795,2024-07-22 05:59:51.779795,2024-07-22 11:54:27.779795,Resolved,Medium,Printer Issue,Print queue stuck,1.39,7.3,False,4.0,Print queue stuck - printer issue reported by user
3075,294,10,3,8,4,2026-04-16 18:59:27.779795,2026-04-17 13:33:39.779795,,In Progress,Low,Hardware,Laptop issue,18.57,,,,Laptop issue - hardware reported by user
3076,172,7,3,4,1,2026-01-02 21:50:27.779795,2026-01-02 22:42:39.779795,2026-01-02 23:45:03.779795,Resolved,Critical,Security Alert,Phishing email reported,0.87,1.91,False,1.0,Phishing email reported - security alert reported by user
3077,61,35,1,10,4,2024-11-27 14:13:27.779795,2024-11-27 18:30:15.779795,2024-11-28 07:04:27.779795,Closed,Low,Software Access,License missing,4.28,16.85,False,5.0,License missing - software access reported by user
3078,113,1,6,9,2,2026-01-29 18:12:27.779795,2026-01-29 18:24:27.779795,,In Progress,High,Account Lockout,Too many login attempts,0.2,,,,Too many login attempts - account lockout reported by user
3079,206,10,6,2,3,2025-12-17 08:36:27.779795,2025-12-17 11:13:39.779795,2025-12-17 18:14:51.779795,Resolved,Medium,Printer Issue,Print queue stuck,2.62,9.64,False,5.0,Print queue stuck - printer issue reported by user
3080,157,23,6,5,3,2024-09-01 10:47:27.779795,2024-09-01 12:35:27.779795,2024-09-04 10:31:15.779795,Resolved,Medium,Printer Issue,Print queue stuck,1.8,71.73,True,5.0,Print queue stuck - printer issue reported by user
3081,157,16,1,6,3,2025-01-29 08:47:27.779795,2025-01-29 10:20:27.779795,2025-01-30 00:00:03.779795,Closed,Medium,Security Alert,Endpoint alert,1.55,15.21,False,4.0,Endpoint alert - security alert reported by user
3082,85,31,2,3,2,2025-09-05 11:28:27.779795,2025-09-05 16:18:51.779795,2025-09-05 16:27:15.779795,Resolved,High,Account Lockout,Account locked,4.84,4.98,False,5.0,Account locked - account lockout reported by user
3083,208,21,6,2,4,2026-03-01 11:23:27.779795,2026-03-01 22:34:51.779795,2026-03-02 17:19:15.779795,Resolved,Low,Software Access,Permission issue,11.19,29.93,False,1.0,Permission issue - software access reported by user
3084,228,25,6,9,2,2025-08-23 04:51:27.779795,2025-08-23 06:09:27.779795,2025-08-23 12:24:27.779795,Resolved,High,Application Error,CRM login issue,1.3,7.55,False,5.0,CRM login issue - application error reported by user
3085,138,12,2,7,4,2026-02-21 18:55:27.779795,2026-02-21 22:30:51.779795,2026-02-22 13:13:27.779795,Resolved,Low,Email Issue,Email delivery delay,3.59,18.3,False,3.0,Email delivery delay - email issue reported by user
3086,148,5,2,6,3,2024-07-05 18:31:27.779795,2024-07-06 01:24:51.779795,,Open,Medium,Hardware,Laptop issue,6.89,,,,Laptop issue - hardware reported by user
3087,147,30,4,3,3,2024-09-20 06:05:27.779795,2024-09-20 06:59:27.779795,2024-09-20 18:06:39.779795,Resolved,Medium,VPN Issue,VPN connection failed,0.9,12.02,False,5.0,VPN connection failed - vpn issue reported by user
3088,214,20,4,4,3,2025-01-10 15:40:27.779795,2025-01-10 16:09:15.779795,2025-01-11 04:42:15.779795,Resolved,Medium,Software Access,Permission issue,0.48,13.03,False,4.0,Permission issue - software access reported by user
3089,268,18,2,9,3,2025-07-09 04:32:27.779795,2025-07-09 05:07:51.779795,2025-07-09 13:42:03.779795,Resolved,Medium,Password Reset,Password reset request,0.59,9.16,False,4.0,Password reset request - password reset reported by user
3090,136,5,5,10,1,2024-09-04 04:41:27.779795,2024-09-04 05:38:27.779795,,In Progress,Critical,Security Alert,Suspicious login,0.95,,,,Suspicious login - security alert reported by user
3091,270,11,4,2,4,2024-09-30 01:36:27.779795,2024-09-30 03:46:39.779795,,In Progress,Low,Email Issue,Email delivery delay,2.17,,,,Email delivery delay - email issue reported by user
3092,104,6,3,10,3,2025-06-10 18:17:27.779795,2025-06-10 18:45:39.779795,,In Progress,Medium,WiFi/Network,WiFi disconnecting,0.47,,,,WiFi disconnecting - wifi/network reported by user
3093,104,34,6,1,4,2024-08-15 22:46:27.779795,2024-08-15 22:55:27.779795,,In Progress,Low,Application Error,CRM login issue,0.15,,,,CRM login issue - application error reported by user
3094,291,8,6,2,3,2025-01-09 17:07:27.779795,2025-01-09 19:08:03.779795,,In Progress,Medium,WiFi/Network,WiFi disconnecting,2.01,,,,WiFi disconnecting - wifi/network reported by user
3095,50,14,2,8,2,2025-02-06 10:29:27.779795,2025-02-06 12:16:51.779795,2025-02-06 15:18:39.779795,Closed,High,Account Lockout,AD account issue,1.79,4.82,False,5.0,AD account issue - account lockout reported by user
3096,297,12,3,9,3,2025-12-12 19:53:27.779795,2025-12-12 20:07:15.779795,2025-12-13 00:52:51.779795,Resolved,Medium,WiFi/Network,No internet access,0.23,4.99,False,4.0,No internet access - wifi/network reported by user
3097,243,34,4,7,3,2025-07-11 17:59:27.779795,2025-07-11 20:04:51.779795,2025-07-12 17:51:39.779795,Resolved,Medium,VPN Issue,VPN disconnecting,2.09,23.87,False,4.0,VPN disconnecting - vpn issue reported by user
3098,16,16,5,2,3,2025-07-18 15:01:27.779795,2025-07-18 17:12:51.779795,2025-07-19 04:21:15.779795,Resolved,Medium,Password Reset,Expired password,2.19,13.33,False,3.0,Expired password - password reset reported by user
3099,30,10,2,8,3,2026-02-04 12:32:27.779795,2026-02-04 14:39:39.779795,2026-02-05 03:10:51.779795,Resolved,Medium,Application Error,Application crash,2.12,14.64,False,3.0,Application crash - application error reported by user
3100,90,3,4,3,3,2025-04-10 00:10:27.779795,2025-04-10 03:27:15.779795,2025-04-10 21:16:27.779795,Closed,Medium,Email Issue,Outlook not syncing,3.28,21.1,False,2.0,Outlook not syncing - email issue reported by user
3101,200,32,5,1,4,2025-08-06 14:11:27.779795,2025-08-06 18:50:27.779795,2025-08-06 21:21:39.779795,Closed,Low,WiFi/Network,Slow network,4.65,7.17,False,2.0,Slow network - wifi/network reported by user
3102,151,29,1,3,4,2026-05-10 19:12:27.779795,2026-05-10 23:44:51.779795,2026-05-11 08:23:51.779795,Resolved,Low,Password Reset,Expired password,4.54,13.19,False,4.0,Expired password - password reset reported by user
3103,285,28,6,2,2,2025-03-31 08:39:27.779795,2025-03-31 09:10:39.779795,2025-04-01 05:25:03.779795,Resolved,High,Printer Issue,Unable to print,0.52,20.76,True,4.0,Unable to print - printer issue reported by user
3104,170,5,6,4,4,2025-07-11 17:03:27.779795,2025-07-11 21:39:27.779795,2025-07-13 02:25:03.779795,Resolved,Low,Application Error,CRM login issue,4.6,33.36,False,5.0,CRM login issue - application error reported by user
